1,1,1
1,12,1
1,5,2
1,11,2
1,12,2
1,14,2
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
10,3,1
11,1,1
11,3,1
12,1,1
13,1,1
13,1,2
14,1,1
15,1,1
16,1,1
16,3,1
16,4,1
17,1,1
17,3,1
17,4,1
18,1,1
18,3,1
18,4,1
18,7,2
19,1,1
19,3,1
19,4,1
19,5,1
19,6,1
19,8,1
19,9,1
19,11,1
19,12,1
19,7,2
19,20,2
20,1,1
20,3,1
20,4,1
20,5,1
20,6,1
20,8,1
20,9,1
20,11,1
20,12,1
20,7,2
20,20,2
21,1,1
21,3,1
21,4,1
21,5,1
21,6,1
21,7,1
21,8,1
21,9,1
21,11,1
21,12,1
22,1,1
22,3,1
22,4,1
22,5,1
22,6,1
22,7,1
22,8,1
22,9,1
22,11,1
22,12,1
23,1,1
23,3,1
23,4,1
23,5,1
23,6,1
23,7,1
23,8,1
23,9,1
23,11,1
23,12,1
24,1,1
24,3,1
24,4,1
24,5,1
24,7,1
24,8,1
24,9,1
24,11,1
24,12,1
25,1,1
25,3,1
25,4,1
25,5,1
25,7,1
25,8,1
25,9,1
25,11,1
25,12,1
26,1,1
26,3,1
26,4,1
26,5,1
26,7,1
26,8,1
26,9,1
27,1,1
27,3,1
27,4,1
27,5,1
27,6,1
27,7,1
27,8,1
27,9,1
27,15,1
28,1,1
28,5,1
28,6,1
28,7,1
28,8,1
28,10,1
28,15,1
28,19,1
29,1,1
29,3,1
29,4,1
29,5,1
29,6,1
29,8,1
29,9,1
29,10,1
29,2,2
30,1,1
30,3,1
30,4,1
30,5,1
30,6,1
30,8,1
30,9,1
30,10,1
30,2,2
31,1,1
31,3,1
31,5,1
31,8,1
31,9,1
32,1,1
32,3,1
32,5,1
32,8,1
32,9,1
33,1,1
33,3,1
33,5,1
33,8,1
33,9,1
34,1,1
34,3,1
34,5,1
34,8,1
34,9,1
34,3,2
35,1,1
35,3,1
35,5,1
35,8,1
35,9,1
36,1,1
36,3,1
36,5,1
36,8,1
36,9,1
37,1,1
37,5,1
38,1,1
38,5,1
39,1,1
39,5,1
40,1,1
40,5,1
40,3,1
40,18,1
41,1,1
41,5,1
42,1,1
42,5,1
43,1,1
43,5,1
44,1,1
44,5,1
44,1,2
44,5,2
45,1,1
45,5,1
46,1,1
46,5,1
47,1,1
47,5,1
47,5,2
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,2,1
55,2,1
55,12,1
56,2,1
56,12,1
56,2,2
57,2,1
57,2,2
58,2,1
58,2,2
59,2,1
60,2,1
61,2,1
62,2,1
62,2,2
63,2,1
63,2,2
64,2,1
64,2,2
65,2,1
66,2,1
66,2,2
67,2,1
68,2,1
68,7,1
69,2,1
69,7,1
69,7,2
69,21,2
69,23,2
70,2,1
70,7,1
70,7,2
70,21,2
70,23,2
71,2,1
71,7,1
72,2,1
72,7,1
72,18,1
72,14,2
73,2,1
73,7,1
73,18,1
73,14,2
74,2,1
74,7,1
74,18,1
74,14,2
75,2,1
75,7,1
75,18,1
75,14,2
76,2,1
76,7,1
76,18,1
76,14,2
77,2,1
77,7,1
77,18,1
78,2,1
78,7,1
78,18,1
79,2,1
79,7,1
79,18,1
80,2,1
80,7,1
80,18,1
81,2,1
81,7,1
81,2,2
81,7,2
81,18,2
82,2,1
82,7,1
82,18,2
83,2,1
83,7,1
83,2,2
83,7,2
84,2,1
84,7,1
85,2,1
85,7,1
85,21,1
85,2,2
85,7,2
85,21,2
86,2,1
86,7,1
87,2,1
87,2,2
88,2,1
88,18,1
88,21,1
89,2,1
89,18,1
89,21,1
90,2,1
90,18,1
90,21,1
90,12,2
91,2,1
91,18,1
91,21,1
91,12,2
92,2,1
92,18,1
92,21,1
92,23,1
93,2,1
93,18,1
93,16,2
94,2,1
94,16,1
95,2,1
95,15,2
95,16,2
95,19,2
96,2,1
96,15,2
96,16,2
96,19,2
97,2,1
97,11,1
97,16,2
97,19,2
98,2,1
98,3,2
98,16,2
98,19,2
99,2,1
99,3,2
99,16,2
99,19,2
100,2,1
100,4,1
100,9,1
100,16,2
100,19,2
101,3,1
101,4,1
101,6,1
101,9,1
101,10,1
101,11,1
101,3,2
101,6,2
101,9,2
101,10,2
101,11,2
102,3,1
102,4,1
102,6,1
102,9,1
102,10,1
102,11,1
103,3,1
103,6,1
103,9,1
103,10,1
103,11,1
104,3,1
104,6,1
104,9,1
104,10,1
104,11,1
105,3,1
106,3,1
106,8,1
106,14,2
107,3,1
107,8,1
107,14,2
108,3,1
108,14,2
109,3,1
110,3,1
111,3,1
112,3,1
113,3,1
113,4,1
113,9,1
113,16,1
114,3,1
115,3,1
115,18,1
116,3,1
116,18,1
117,3,1
117,18,1
118,3,1
118,18,1
119,3,1
119,3,2
120,3,1
121,3,1
122,3,1
123,3,1
124,3,1
124,3,2
125,3,1
126,3,1
127,3,1
128,3,1
128,5,1
129,3,1
129,5,1
129,3,2
129,5,2
130,3,1
130,5,1
131,3,1
131,5,1
132,3,1
132,5,1
132,3,2
132,5,2
133,3,1
133,5,1
133,3,2
133,5,2
134,3,1
134,5,1
134,3,2
134,5,2
135,3,1
135,5,1
135,3,2
135,5,2
136,3,1
136,5,1
136,3,2
136,5,2
137,3,1
137,5,1
138,3,1
138,5,1
138,3,2
138,5,2
139,3,1
139,5,1
139,3,2
139,5,2
140,4,1
141,4,1
142,4,1
142,21,1
143,4,1
143,21,1
144,4,1
144,21,1
145,4,1
145,14,1
145,21,1
146,4,1
146,14,1
146,21,1
147,4,1
148,4,1
149,4,1
150,4,1
150,4,2
151,4,1
152,4,1
153,4,1
153,8,1
154,4,1
154,8,1
154,4,2
154,8,2
155,4,1
155,6,1
155,10,1
155,11,1
156,4,1
156,6,1
156,10,1
156,11,1
157,4,1
157,6,1
157,10,1
157,11,1
158,4,1
158,11,1
159,4,1
159,11,1
160,4,1
160,11,1
161,4,1
161,11,1
161,4,2
161,11,2
162,4,1
162,11,1
163,4,1
163,11,1
164,4,1
164,11,1
164,18,2
165,4,1
165,11,1
165,18,2
166,4,1
166,11,1
166,11,2
167,4,1
167,11,1
168,4,1
168,11,1
169,4,1
169,11,1
169,4,2
170,4,1
170,11,1
171,4,1
171,11,1
172,4,1
173,4,1
173,4,2
174,4,1
174,6,1
175,4,1
175,6,1
176,4,1
176,6,1
177,4,1
177,6,1
177,11,1
178,4,1
178,6,1
179,4,1
179,6,1
179,11,1
180,4,1
180,6,1
180,11,1
181,4,1
181,6,1
182,4,1
182,6,1
183,4,1
183,6,1
184,4,1
184,6,1
184,4,2
185,4,1
185,6,1
185,4,2
186,4,1
186,4,2
187,4,1
187,4,2
188,4,1
189,4,1
190,4,1
190,4,2
191,4,1
191,6,1
191,11,1
192,5,1
192,12,1
192,14,1
192,12,2
193,5,1
193,12,1
193,14,1
193,12,2
194,5,1
194,12,1
194,14,1
194,12,2
195,5,1
195,12,1
195,14,1
195,12,2
196,5,1
196,12,1
196,14,1
196,12,2
197,5,1
197,12,1
197,14,1
198,5,1
198,12,1
198,14,1
198,5,2
198,14,2
199,5,1
199,12,1
199,14,1
199,5,2
199,14,2
200,5,1
200,12,1
200,14,1
200,5,2
200,14,2
201,5,1
201,12,1
201,14,1
201,5,2
201,14,2
202,5,1
202,11,1
202,12,1
202,14,1
203,5,1
203,11,1
203,12,1
203,14,1
204,5,1
204,9,1
204,10,1
204,11,1
204,12,1
205,5,1
205,9,1
205,10,1
205,11,1
205,12,1
206,5,1
206,6,1
207,5,1
208,5,1
208,6,1
208,8,1
209,5,1
209,6,1
209,8,1
210,5,1
210,6,1
210,8,1
211,5,1
211,5,2
212,5,1
212,5,2
213,5,1
213,5,2
214,6,1
214,9,1
214,10,1
214,11,1
215,6,1
215,9,1
215,10,1
215,11,1
216,6,1
216,6,2
217,6,1
217,6,2
218,6,1
218,6,2
219,6,1
219,6,2
220,6,1
220,6,2
221,6,1
221,6,2
222,6,1
222,6,2
223,6,1
224,6,1
225,6,1
226,6,1
226,1,2
226,3,2
226,5,2
226,6,2
226,7,2
226,9,2
226,11,2
227,6,1
228,6,1
229,6,1
229,12,2
229,15,2
229,23,2
230,6,1
230,10,1
231,6,1
231,6,2
232,6,1
232,6,2
233,6,1
233,6,2
234,6,1
234,6,2
235,6,1
235,6,2
236,6,1
236,6,2
237,6,1
237,6,2
238,6,1
238,6,2
239,6,1
239,6,2
240,6,1
240,10,1
241,6,1
241,10,1
242,6,1
242,10,1
243,6,1
243,10,1
244,6,1
244,10,1
245,6,1
245,10,1
245,6,2
245,10,2
246,6,1
246,10,1
247,6,1
247,6,2
248,6,1
248,6,2
249,6,1
249,6,2
250,7,1
250,7,2
251,7,1
251,7,2
253,7,1
253,7,2
254,7,1
254,7,2
255,7,1
255,7,2
256,7,1
256,7,2
257,7,1
257,7,2
258,7,1
258,7,2
259,7,1
260,7,1
261,7,1
261,12,2
262,7,1
262,12,1
263,7,1
264,7,1
264,20,1
265,7,1
265,20,1
266,7,1
266,20,1
266,7,2
266,20,2
267,7,1
267,15,1
267,19,1
267,1,2
267,5,2
267,6,2
267,9,2
267,10,2
267,11,2
268,8,1
268,8,2
269,8,1
270,8,1
270,9,1
270,20,1
271,8,1
272,8,1
272,16,1
273,8,1
274,8,1
275,8,1
276,8,1
277,8,1
278,8,1
279,8,1
280,8,1
281,8,1
282,8,1
283,8,1
284,8,1
285,8,1
286,8,1
287,8,1
288,8,1
288,23,1
289,8,1
289,23,1
290,8,1
290,23,1
291,8,1
292,8,1
293,8,1
294,8,1
295,8,1
296,8,1
297,8,1
298,8,1
299,8,1
300,8,1
301,9,1
301,10,1
301,11,1
302,9,1
302,10,1
302,11,1
303,9,1
303,11,1
304,9,1
304,10,1
304,11,1
305,9,1
305,10,1
305,11,1
306,9,1
306,10,1
306,11,1
307,9,1
307,10,1
307,11,1
308,9,1
308,10,1
308,11,1
309,9,1
309,10,1
309,11,1
310,9,1
310,10,1
311,9,1
311,10,1
311,11,1
311,12,1
312,9,1
312,10,1
312,11,1
312,12,1
313,9,1
313,10,1
313,11,1
313,12,1
314,9,1
314,10,1
314,11,1
314,12,1
315,9,1
315,11,1
315,12,1
316,9,1
316,11,1
316,12,1
317,9,1
317,11,1
317,12,1
318,9,1
318,16,1
318,20,1
319,9,1
319,20,1
320,9,1
320,20,1
321,9,1
